Algorithm,Allocation,Processes,MessageSize,Latency
linear,core,2,1,0.26
linear,core,2,2,0.25
linear,core,2,4,0.24
linear,core,2,8,0.26
linear,core,2,16,0.24
linear,core,2,32,0.32
linear,core,2,64,0.32
linear,core,2,128,0.40
linear,core,2,256,0.42
linear,core,2,512,0.50
linear,core,2,1024,0.56
linear,core,2,2048,0.72
linear,core,2,4096,1.04
linear,core,2,8192,1.63
linear,core,2,16384,3.53
linear,core,2,32768,5.81
linear,core,2,65536,7.36
linear,core,2,131072,9.77
linear,core,2,262144,16.15
linear,core,2,524288,29.60
linear,core,2,1048576,63.94
linear,core,3,1,0.37
linear,core,3,2,0.38
linear,core,3,4,0.37
linear,core,3,8,0.37
linear,core,3,16,0.37
linear,core,3,32,0.41
linear,core,3,64,0.41
linear,core,3,128,0.50
linear,core,3,256,0.56
linear,core,3,512,0.60
linear,core,3,1024,0.77
linear,core,3,2048,0.98
linear,core,3,4096,1.45
linear,core,3,8192,2.16
linear,core,3,16384,4.56
linear,core,3,32768,7.60
linear,core,3,65536,11.29
linear,core,3,131072,17.78
linear,core,3,262144,31.53
linear,core,3,524288,60.10
linear,core,3,1048576,122.94
linear,core,4,1,0.20
linear,core,4,2,0.20
linear,core,4,4,0.20
linear,core,4,8,0.20
linear,core,4,16,0.20
linear,core,4,32,0.30
linear,core,4,64,0.28
linear,core,4,128,0.45
linear,core,4,256,0.50
linear,core,4,512,0.53
linear,core,4,1024,0.73
linear,core,4,2048,1.05
linear,core,4,4096,1.68
linear,core,4,8192,2.62
linear,core,4,16384,5.47
linear,core,4,32768,8.73
linear,core,4,65536,14.59
linear,core,4,131072,26.32
linear,core,4,262144,52.68
linear,core,4,524288,106.73
linear,core,4,1048576,225.01
linear,core,5,1,0.27
linear,core,5,2,0.28
linear,core,5,4,0.28
linear,core,5,8,0.27
linear,core,5,16,0.29
linear,core,5,32,0.40
linear,core,5,64,0.36
linear,core,5,128,0.61
linear,core,5,256,0.66
linear,core,5,512,0.71
linear,core,5,1024,0.94
linear,core,5,2048,1.31
linear,core,5,4096,2.08
linear,core,5,8192,3.13
linear,core,5,16384,6.01
linear,core,5,32768,10.19
linear,core,5,65536,19.06
linear,core,5,131072,36.73
linear,core,5,262144,72.21
linear,core,5,524288,145.64
linear,core,5,1048576,297.89
linear,core,6,1,0.90
linear,core,6,2,0.83
linear,core,6,4,0.73
linear,core,6,8,0.63
linear,core,6,16,0.62
linear,core,6,32,0.86
linear,core,6,64,0.75
linear,core,6,128,0.92
linear,core,6,256,0.98
linear,core,6,512,0.96
linear,core,6,1024,1.28
linear,core,6,2048,1.75
linear,core,6,4096,2.57
linear,core,6,8192,3.65
linear,core,6,16384,6.82
linear,core,6,32768,11.43
linear,core,6,65536,21.96
linear,core,6,131072,42.77
linear,core,6,262144,84.59
linear,core,6,524288,167.43
linear,core,6,1048576,321.97
linear,core,7,1,0.36
linear,core,7,2,0.37
linear,core,7,4,0.37
linear,core,7,8,0.37
linear,core,7,16,0.36
linear,core,7,32,0.52
linear,core,7,64,0.48
linear,core,7,128,0.76
linear,core,7,256,0.82
linear,core,7,512,0.91
linear,core,7,1024,1.24
linear,core,7,2048,1.75
linear,core,7,4096,2.73
linear,core,7,8192,4.10
linear,core,7,16384,7.85
linear,core,7,32768,13.11
linear,core,7,65536,25.42
linear,core,7,131072,50.49
linear,core,7,262144,100.61
linear,core,7,524288,200.65
linear,core,7,1048576,378.56
linear,core,8,1,0.66
linear,core,8,2,0.68
linear,core,8,4,0.70
linear,core,8,8,0.69
linear,core,8,16,0.68
linear,core,8,32,0.96
linear,core,8,64,0.92
linear,core,8,128,1.34
linear,core,8,256,1.36
linear,core,8,512,1.35
linear,core,8,1024,1.72
linear,core,8,2048,2.34
linear,core,8,4096,3.35
linear,core,8,8192,4.92
linear,core,8,16384,8.08
linear,core,8,32768,14.68
linear,core,8,65536,29.02
linear,core,8,131072,57.42
linear,core,8,262144,114.44
linear,core,8,524288,228.11
linear,core,8,1048576,446.15
linear,core,9,1,0.85
linear,core,9,2,0.85
linear,core,9,4,0.85
linear,core,9,8,0.84
linear,core,9,16,0.85
linear,core,9,32,1.01
linear,core,9,64,0.98
linear,core,9,128,1.39
linear,core,9,256,1.44
linear,core,9,512,1.51
linear,core,9,1024,1.99
linear,core,9,2048,2.54
linear,core,9,4096,3.68
linear,core,9,8192,5.36
linear,core,9,16384,9.04
linear,core,9,32768,15.85
linear,core,9,65536,31.19
linear,core,9,131072,62.69
linear,core,9,262144,132.86
linear,core,9,524288,311.16
linear,core,9,1048576,617.52
linear,core,10,1,1.03
linear,core,10,2,1.06
linear,core,10,4,1.03
linear,core,10,8,1.04
linear,core,10,16,0.99
linear,core,10,32,1.18
linear,core,10,64,1.10
linear,core,10,128,1.63
linear,core,10,256,1.66
linear,core,10,512,1.62
linear,core,10,1024,2.25
linear,core,10,2048,2.85
linear,core,10,4096,4.13
linear,core,10,8192,6.03
linear,core,10,16384,10.23
linear,core,10,32768,17.29
linear,core,10,65536,34.13
linear,core,10,131072,68.82
linear,core,10,262144,137.99
linear,core,10,524288,313.36
linear,core,10,1048576,622.57
linear,core,11,1,0.88
linear,core,11,2,0.90
linear,core,11,4,0.89
linear,core,11,8,0.88
linear,core,11,16,0.89
linear,core,11,32,1.18
linear,core,11,64,1.13
linear,core,11,128,1.64
linear,core,11,256,1.69
linear,core,11,512,1.69
linear,core,11,1024,2.35
linear,core,11,2048,3.02
linear,core,11,4096,4.37
linear,core,11,8192,6.36
linear,core,11,16384,10.11
linear,core,11,32768,18.70
linear,core,11,65536,38.08
linear,core,11,131072,76.78
linear,core,11,262144,149.15
linear,core,11,524288,306.89
linear,core,11,1048576,584.34
linear,core,12,1,0.92
linear,core,12,2,0.88
linear,core,12,4,0.87
linear,core,12,8,0.89
linear,core,12,16,0.87
linear,core,12,32,1.18
linear,core,12,64,1.08
linear,core,12,128,1.79
linear,core,12,256,1.82
linear,core,12,512,1.82
linear,core,12,1024,2.53
linear,core,12,2048,3.29
linear,core,12,4096,4.68
linear,core,12,8192,6.84
linear,core,12,16384,11.58
linear,core,12,32768,20.82
linear,core,12,65536,41.84
linear,core,12,131072,86.62
linear,core,12,262144,162.90
linear,core,12,524288,330.31
linear,core,12,1048576,618.56
linear,core,13,1,0.91
linear,core,13,2,0.89
linear,core,13,4,0.90
linear,core,13,8,0.90
linear,core,13,16,0.90
linear,core,13,32,1.10
linear,core,13,64,1.06
linear,core,13,128,1.84
linear,core,13,256,1.91
linear,core,13,512,1.89
linear,core,13,1024,2.74
linear,core,13,2048,3.48
linear,core,13,4096,5.07
linear,core,13,8192,7.54
linear,core,13,16384,13.69
linear,core,13,32768,25.72
linear,core,13,65536,52.18
linear,core,13,131072,102.63
linear,core,13,262144,203.08
linear,core,13,524288,408.10
linear,core,13,1048576,765.03
linear,core,14,1,1.11
linear,core,14,2,1.11
linear,core,14,4,1.10
linear,core,14,8,1.10
linear,core,14,16,1.03
linear,core,14,32,1.30
linear,core,14,64,1.17
linear,core,14,128,2.08
linear,core,14,256,2.15
linear,core,14,512,2.18
linear,core,14,1024,3.11
linear,core,14,2048,3.92
linear,core,14,4096,5.64
linear,core,14,8192,8.38
linear,core,14,16384,14.87
